,Date,Value
112,2020-05-14,217.0
113,2020-05-15,138.0
114,2020-05-16,104.0
115,2020-05-17,0.0
116,2020-05-18,146.0
117,2020-05-19,69.0
118,2020-05-20,110.0
119,2020-05-21,52.0
120,2020-05-22,688.0
121,2020-05-23,50.0
122,2020-05-24,74.0
123,2020-05-25,-1918.0
124,2020-05-26,283.0
125,2020-05-27,0.0
126,2020-05-28,2.0
127,2020-05-29,2.0
128,2020-05-30,4.0
129,2020-05-31,2.0
130,2020-06-01,0.0
131,2020-06-02,0.0
132,2020-06-03,1.0
133,2020-06-04,5.0
134,2020-06-05,1.0
135,2020-06-06,1.0
136,2020-06-07,1.0
137,2020-06-08,0.0
138,2020-06-09,0.0
139,2020-06-10,0.0
140,2020-06-11,0.0
141,2020-06-12,0.0
142,2020-06-13,0.0
143,2020-06-14,0.0
144,2020-06-15,0.0
145,2020-06-16,0.0
146,2020-06-17,0.0
147,2020-06-18,0.0
148,2020-06-19,1179.0
149,2020-06-20,7.0
150,2020-06-21,1.0
151,2020-06-22,1.0
152,2020-06-23,1.0
153,2020-06-24,2.0
154,2020-06-25,3.0
155,2020-06-26,8.0
156,2020-06-27,3.0
157,2020-06-28,2.0
158,2020-06-29,3.0
159,2020-06-30,9.0
160,2020-07-01,9.0
161,2020-07-02,4.0
162,2020-07-03,17.0
163,2020-07-04,0.0
164,2020-07-05,0.0
165,2020-07-06,3.0
166,2020-07-07,4.0
167,2020-07-08,4.0
168,2020-07-09,5.0
169,2020-07-10,2.0
170,2020-07-11,0.0
171,2020-07-12,0.0
172,2020-07-13,3.0
173,2020-07-14,3.0
174,2020-07-15,4.0
175,2020-07-16,3.0
176,2020-07-17,4.0
177,2020-07-18,0.0
178,2020-07-19,0.0
179,2020-07-20,2.0
180,2020-07-21,2.0
181,2020-07-22,2.0
182,2020-07-23,3.0
183,2020-07-24,3.0
184,2020-07-25,0.0
185,2020-07-26,0.0
186,2020-07-27,2.0
187,2020-07-28,2.0
188,2020-07-29,5.0
189,2020-07-30,2.0
190,2020-07-31,2.0
191,2020-08-01,0.0
192,2020-08-02,0.0
193,2020-08-03,27.0
194,2020-08-04,26.0
195,2020-08-05,1.0
196,2020-08-06,1.0
197,2020-08-07,3.0
198,2020-08-08,0.0
199,2020-08-09,0.0
200,2020-08-10,73.0
201,2020-08-11,5.0
202,2020-08-12,-2.0
203,2020-08-13,26.0
204,2020-08-14,12.0
205,2020-08-15,0.0
206,2020-08-16,0.0
207,2020-08-17,29.0
208,2020-08-18,24.0
209,2020-08-19,127.0
210,2020-08-20,16.0
211,2020-08-21,25.0
212,2020-08-22,0.0
213,2020-08-23,0.0
214,2020-08-24,34.0
215,2020-08-25,52.0
216,2020-08-26,47.0
217,2020-08-27,25.0
218,2020-08-28,15.0
219,2020-08-29,0.0
220,2020-08-30,0.0
221,2020-08-31,83.0
222,2020-09-01,58.0
223,2020-09-02,42.0
224,2020-09-03,40.0
225,2020-09-04,184.0
226,2020-09-05,0.0
227,2020-09-06,0.0
228,2020-09-07,98.0
229,2020-09-08,78.0
230,2020-09-09,34.0
231,2020-09-10,71.0
232,2020-09-11,48.0
233,2020-09-12,0.0
234,2020-09-13,0.0
235,2020-09-14,101.0
236,2020-09-15,156.0
237,2020-09-16,239.0
238,2020-09-17,162.0
239,2020-09-18,90.0
240,2020-09-19,0.0
241,2020-09-20,0.0
242,2020-09-21,168.0
243,2020-09-22,241.0
244,2020-09-23,130.0
245,2020-09-24,84.0
246,2020-09-25,114.0
247,2020-09-26,0.0
248,2020-09-27,0.0
249,2020-09-28,179.0
250,2020-09-29,0.0
251,2020-09-30,380.0
