,NOME_COMUNE,DATA,TOTALE
2227916,Alzano Lombardo,2019-03-13,2
2227917,Alzano Lombardo,2020-03-13,4
2227920,Alzano Lombardo,2016-03-05,1
2227921,Alzano Lombardo,2017-03-05,1
2227922,Alzano Lombardo,2020-03-05,4
2227923,Alzano Lombardo,2020-03-11,4
2227924,Alzano Lombardo,2016-03-17,1
2227925,Alzano Lombardo,2020-03-17,4
2227926,Alzano Lombardo,2015-03-24,1
2227927,Alzano Lombardo,2020-03-24,4
2228198,Alzano Lombardo,2018-03-09,1
2228199,Alzano Lombardo,2020-03-09,4
2228226,Alzano Lombardo,2015-03-04,2
2228227,Alzano Lombardo,2017-03-04,2
2228228,Alzano Lombardo,2018-03-04,1
2228229,Alzano Lombardo,2020-03-04,5
2228230,Alzano Lombardo,2016-03-15,2
2228231,Alzano Lombardo,2020-03-15,5
2228232,Alzano Lombardo,2016-03-23,1
2228233,Alzano Lombardo,2019-03-23,1
2228234,Alzano Lombardo,2020-03-23,5
2228235,Alzano Lombardo,2019-03-19,1
2228236,Alzano Lombardo,2020-03-19,5
2248702,Alzano Lombardo,2018-03-18,1
2248703,Alzano Lombardo,2020-03-18,6
2259655,Alzano Lombardo,2019-03-10,2
2259656,Alzano Lombardo,2020-03-10,7
2259749,Alzano Lombardo,2017-03-14,1
2259750,Alzano Lombardo,2020-03-14,7
2266002,Alzano Lombardo,2015-03-16,2
2266003,Alzano Lombardo,2017-03-16,1
2266004,Alzano Lombardo,2018-03-16,1
2266005,Alzano Lombardo,2020-03-16,8
2270375,Alzano Lombardo,2015-03-07,1
2270376,Alzano Lombardo,2018-03-07,2
2270377,Alzano Lombardo,2020-03-07,10
