"TIME","GEO","SEX","UNIT","Value"
"2013W38","Czechia","Total","Number","1,989"
"2013W38","Denmark","Total","Number","1,005"
"2013W38","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W38","Estonia","Total","Number","248"
"2013W38","Greece","Total","Number",":"
"2013W38","Spain","Total","Number","6,465"
"2013W38","France","Total","Number","9,999"
"2013W38","Croatia","Total","Number","940"
"2013W38","Italy","Total","Number",":"
"2013W38","Cyprus","Total","Number",":"
"2013W38","Latvia","Total","Number","506"
"2013W38","Lithuania","Total","Number","708"
"2013W38","Luxembourg","Total","Number","60"
"2013W38","Hungary","Total","Number","2,363"
"2013W38","Malta","Total","Number","50"
"2013W38","Netherlands","Total","Number","2,502"
"2013W38","Austria","Total","Number","1,446"
"2013W38","Poland","Total","Number","7,015"
"2013W38","Portugal","Total","Number","1,762"
"2013W38","Romania","Total","Number",":"
"2013W38","Slovenia","Total","Number","351"
"2013W38","Slovakia","Total","Number","911"
"2013W38","Finland","Total","Number","918"
"2013W38","Sweden","Total","Number","1,580"
"2013W38","United Kingdom","Total","Number",":"
"2013W38","Iceland","Total","Number","37"
"2013W38","Liechtenstein","Total","Number","4"
"2013W38","Norway","Total","Number","746"
"2013W38","Switzerland","Total","Number","1,174"
"2013W38","Montenegro","Total","Number","86"
"2013W38","Albania","Total","Number",":"
"2013W38","Serbia","Total","Number","1,820"
"2013W38","Andorra","Total","Number","5"
"2013W38","Armenia","Total","Number",":"
"2013W38","Georgia","Total","Number",":"
"2013W39","Belgium","Total","Number","2,065"
"2013W39","Bulgaria","Total","Number","1,897"
"2013W39","Czechia","Total","Number","1,970"
"2013W39","Denmark","Total","Number","911"
"2013W39","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W39","Estonia","Total","Number","290"
"2013W39","Greece","Total","Number",":"
"2013W39","Spain","Total","Number","6,907"
"2013W39","France","Total","Number","10,476"
"2013W39","Croatia","Total","Number","940"
"2013W39","Italy","Total","Number",":"
"2013W39","Cyprus","Total","Number",":"
"2013W39","Latvia","Total","Number","527"
"2013W39","Lithuania","Total","Number","782"
"2013W39","Luxembourg","Total","Number","76"
"2013W39","Hungary","Total","Number","2,347"
"2013W39","Malta","Total","Number","47"
"2013W39","Netherlands","Total","Number","2,367"
"2013W39","Austria","Total","Number","1,381"
"2013W39","Poland","Total","Number","7,173"
"2013W39","Portugal","Total","Number","1,708"
"2013W39","Romania","Total","Number",":"
"2013W39","Slovenia","Total","Number","371"
"2013W39","Slovakia","Total","Number","919"
"2013W39","Finland","Total","Number","961"
"2013W39","Sweden","Total","Number","1,576"
"2013W39","United Kingdom","Total","Number",":"
"2013W39","Iceland","Total","Number","46"
"2013W39","Liechtenstein","Total","Number","9"
"2013W39","Norway","Total","Number","757"
"2013W39","Switzerland","Total","Number","1,183"
"2013W39","Montenegro","Total","Number","102"
"2013W39","Albania","Total","Number",":"
"2013W39","Serbia","Total","Number","1,846"
"2013W39","Andorra","Total","Number","7"
"2013W39","Armenia","Total","Number",":"
"2013W39","Georgia","Total","Number",":"
"2013W40","Belgium","Total","Number","2,010"
"2013W40","Bulgaria","Total","Number","1,838"
"2013W40","Czechia","Total","Number","2,065"
"2013W40","Denmark","Total","Number","937"
"2013W40","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W40","Estonia","Total","Number","305"
"2013W40","Greece","Total","Number",":"
"2013W40","Spain","Total","Number","6,939"
"2013W40","France","Total","Number","10,257"
"2013W40","Croatia","Total","Number","951"
"2013W40","Italy","Total","Number",":"
"2013W40","Cyprus","Total","Number",":"
"2013W40","Latvia","Total","Number","564"
"2013W40","Lithuania","Total","Number","773"
"2013W40","Luxembourg","Total","Number","68"
"2013W40","Hungary","Total","Number","2,490"
"2013W40","Malta","Total","Number","57"
"2013W40","Netherlands","Total","Number","2,578"
"2013W40","Austria","Total","Number","1,418"
"2013W40","Poland","Total","Number","7,574"
"2013W40","Portugal","Total","Number","1,751"
"2013W40","Romania","Total","Number",":"
"2013W40","Slovenia","Total","Number","332"
"2013W40","Slovakia","Total","Number","969"
"2013W40","Finland","Total","Number","942"
"2013W40","Sweden","Total","Number","1,612"
"2013W40","United Kingdom","Total","Number",":"
"2013W40","Iceland","Total","Number","39"
"2013W40","Liechtenstein","Total","Number","4"
"2013W40","Norway","Total","Number","715"
"2013W40","Switzerland","Total","Number","1,127"
"2013W40","Montenegro","Total","Number","123"
"2013W40","Albania","Total","Number",":"
"2013W40","Serbia","Total","Number","1,904"
"2013W40","Andorra","Total","Number","1"
"2013W40","Armenia","Total","Number",":"
"2013W40","Georgia","Total","Number",":"
"2013W41","Belgium","Total","Number","1,875"
"2013W41","Bulgaria","Total","Number","2,103"
"2013W41","Czechia","Total","Number","2,035"
"2013W41","Denmark","Total","Number","932"
"2013W41","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W41","Estonia","Total","Number","277"
"2013W41","Greece","Total","Number",":"
"2013W41","Spain","Total","Number","6,520"
"2013W41","France","Total","Number","10,077"
"2013W41","Croatia","Total","Number","947"
"2013W41","Italy","Total","Number",":"
"2013W41","Cyprus","Total","Number",":"
"2013W41","Latvia","Total","Number","560"
"2013W41","Lithuania","Total","Number","811"
"2013W41","Luxembourg","Total","Number","68"
"2013W41","Hungary","Total","Number","2,502"
"2013W41","Malta","Total","Number","51"
"2013W41","Netherlands","Total","Number","2,606"
"2013W41","Austria","Total","Number","1,506"
"2013W41","Poland","Total","Number","7,356"
"2013W41","Portugal","Total","Number","1,832"
"2013W41","Romania","Total","Number",":"
"2013W41","Slovenia","Total","Number","369"
"2013W41","Slovakia","Total","Number","985"
"2013W41","Finland","Total","Number","937"
"2013W41","Sweden","Total","Number","1,547"
"2013W41","United Kingdom","Total","Number",":"
"2013W41","Iceland","Total","Number","43"
"2013W41","Liechtenstein","Total","Number","4"
"2013W41","Norway","Total","Number","808"
"2013W41","Switzerland","Total","Number","1,150"
"2013W41","Montenegro","Total","Number","131"
"2013W41","Albania","Total","Number",":"
"2013W41","Serbia","Total","Number","2,063"
"2013W41","Andorra","Total","Number","5"
"2013W41","Armenia","Total","Number",":"
"2013W41","Georgia","Total","Number",":"
"2013W42","Belgium","Total","Number","2,054"
"2013W42","Bulgaria","Total","Number","2,035"
"2013W42","Czechia","Total","Number","1,967"
"2013W42","Denmark","Total","Number","887"
"2013W42","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W42","Estonia","Total","Number","287"
"2013W42","Greece","Total","Number",":"
"2013W42","Spain","Total","Number","6,960"
"2013W42","France","Total","Number","10,769"
"2013W42","Croatia","Total","Number","928"
"2013W42","Italy","Total","Number",":"
"2013W42","Cyprus","Total","Number",":"
"2013W42","Latvia","Total","Number","537"
"2013W42","Lithuania","Total","Number","798"
"2013W42","Luxembourg","Total","Number","64"
"2013W42","Hungary","Total","Number","2,420"
"2013W42","Malta","Total","Number","47"
"2013W42","Netherlands","Total","Number","2,546"
"2013W42","Austria","Total","Number","1,437"
"2013W42","Poland","Total","Number","7,235"
"2013W42","Portugal","Total","Number","1,770"
"2013W42","Romania","Total","Number",":"
"2013W42","Slovenia","Total","Number","366"
"2013W42","Slovakia","Total","Number","965"
"2013W42","Finland","Total","Number","993"
"2013W42","Sweden","Total","Number","1,700"
"2013W42","United Kingdom","Total","Number",":"
"2013W42","Iceland","Total","Number","27"
"2013W42","Liechtenstein","Total","Number","2"
"2013W42","Norway","Total","Number","790"
"2013W42","Switzerland","Total","Number","1,153"
"2013W42","Montenegro","Total","Number","109"
"2013W42","Albania","Total","Number",":"
"2013W42","Serbia","Total","Number","1,790"
"2013W42","Andorra","Total","Number","1"
"2013W42","Armenia","Total","Number",":"
"2013W42","Georgia","Total","Number",":"
"2013W43","Belgium","Total","Number","1,975"
"2013W43","Bulgaria","Total","Number","1,946"
"2013W43","Czechia","Total","Number","1,996"
"2013W43","Denmark","Total","Number","890"
"2013W43","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W43","Estonia","Total","Number","297"
"2013W43","Greece","Total","Number",":"
"2013W43","Spain","Total","Number","7,017"
"2013W43","France","Total","Number","10,634"
"2013W43","Croatia","Total","Number","954"
"2013W43","Italy","Total","Number",":"
"2013W43","Cyprus","Total","Number",":"
"2013W43","Latvia","Total","Number","549"
"2013W43","Lithuania","Total","Number","775"
"2013W43","Luxembourg","Total","Number","75"
"2013W43","Hungary","Total","Number","2,326"
"2013W43","Malta","Total","Number","47"
"2013W43","Netherlands","Total","Number","2,676"
"2013W43","Austria","Total","Number","1,474"
"2013W43","Poland","Total","Number","7,091"
"2013W43","Portugal","Total","Number","1,840"
"2013W43","Romania","Total","Number",":"
"2013W43","Slovenia","Total","Number","341"
"2013W43","Slovakia","Total","Number","938"
"2013W43","Finland","Total","Number","1,006"
"2013W43","Sweden","Total","Number","1,686"
"2013W43","United Kingdom","Total","Number",":"
"2013W43","Iceland","Total","Number","41"
"2013W43","Liechtenstein","Total","Number","4"
"2013W43","Norway","Total","Number","797"
"2013W43","Switzerland","Total","Number","1,211"
"2013W43","Montenegro","Total","Number","107"
"2013W43","Albania","Total","Number",":"
"2013W43","Serbia","Total","Number","1,846"
"2013W43","Andorra","Total","Number","5"
"2013W43","Armenia","Total","Number",":"
"2013W43","Georgia","Total","Number",":"
"2013W44","Belgium","Total","Number","1,877"
"2013W44","Bulgaria","Total","Number","1,959"
"2013W44","Czechia","Total","Number","1,862"
"2013W44","Denmark","Total","Number","973"
"2013W44","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W44","Estonia","Total","Number","282"
"2013W44","Greece","Total","Number",":"
"2013W44","Spain","Total","Number","6,883"
"2013W44","France","Total","Number","10,043"
"2013W44","Croatia","Total","Number","904"
"2013W44","Italy","Total","Number",":"
"2013W44","Cyprus","Total","Number",":"
"2013W44","Latvia","Total","Number","555"
"2013W44","Lithuania","Total","Number","766"
"2013W44","Luxembourg","Total","Number","59"
"2013W44","Hungary","Total","Number","2,293"
"2013W44","Malta","Total","Number","46"
"2013W44","Netherlands","Total","Number","2,473"
"2013W44","Austria","Total","Number","1,407"
"2013W44","Poland","Total","Number","6,834"
"2013W44","Portugal","Total","Number","1,781"
"2013W44","Romania","Total","Number",":"
"2013W44","Slovenia","Total","Number","345"
"2013W44","Slovakia","Total","Number","938"
"2013W44","Finland","Total","Number","976"
"2013W44","Sweden","Total","Number","1,613"
"2013W44","United Kingdom","Total","Number",":"
"2013W44","Iceland","Total","Number","50"
"2013W44","Liechtenstein","Total","Number","4"
"2013W44","Norway","Total","Number","758"
"2013W44","Switzerland","Total","Number","1,204"
"2013W44","Montenegro","Total","Number","99"
"2013W44","Albania","Total","Number",":"
"2013W44","Serbia","Total","Number","1,850"
"2013W44","Andorra","Total","Number","4"
"2013W44","Armenia","Total","Number",":"
"2013W44","Georgia","Total","Number",":"
"2013W45","Belgium","Total","Number","1,948"
"2013W45","Bulgaria","Total","Number","1,982"
"2013W45","Czechia","Total","Number","1,997"
"2013W45","Denmark","Total","Number","877"
"2013W45","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W45","Estonia","Total","Number","293"
"2013W45","Greece","Total","Number",":"
"2013W45","Spain","Total","Number","7,366"
"2013W45","France","Total","Number","10,333"
"2013W45","Croatia","Total","Number","912"
"2013W45","Italy","Total","Number",":"
"2013W45","Cyprus","Total","Number",":"
"2013W45","Latvia","Total","Number","527"
"2013W45","Lithuania","Total","Number","731"
"2013W45","Luxembourg","Total","Number","63"
"2013W45","Hungary","Total","Number","2,327"
"2013W45","Malta","Total","Number","56"
"2013W45","Netherlands","Total","Number","2,505"
"2013W45","Austria","Total","Number","1,457"
"2013W45","Poland","Total","Number","6,982"
"2013W45","Portugal","Total","Number","1,810"
"2013W45","Romania","Total","Number",":"
"2013W45","Slovenia","Total","Number","326"
"2013W45","Slovakia","Total","Number","947"
"2013W45","Finland","Total","Number","971"
"2013W45","Sweden","Total","Number","1,654"
"2013W45","United Kingdom","Total","Number",":"
"2013W45","Iceland","Total","Number","40"
"2013W45","Liechtenstein","Total","Number","4"
"2013W45","Norway","Total","Number","707"
"2013W45","Switzerland","Total","Number","1,213"
"2013W45","Montenegro","Total","Number","114"
"2013W45","Albania","Total","Number",":"
"2013W45","Serbia","Total","Number","1,919"
"2013W45","Andorra","Total","Number","9"
"2013W45","Armenia","Total","Number",":"
"2013W45","Georgia","Total","Number",":"
"2013W46","Belgium","Total","Number","1,872"
"2013W46","Bulgaria","Total","Number","2,068"
"2013W46","Czechia","Total","Number","1,911"
"2013W46","Denmark","Total","Number","1,014"
"2013W46","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W46","Estonia","Total","Number","268"
"2013W46","Greece","Total","Number",":"
"2013W46","Spain","Total","Number","7,246"
"2013W46","France","Total","Number","10,331"
"2013W46","Croatia","Total","Number","883"
"2013W46","Italy","Total","Number",":"
"2013W46","Cyprus","Total","Number",":"
"2013W46","Latvia","Total","Number","508"
"2013W46","Lithuania","Total","Number","735"
"2013W46","Luxembourg","Total","Number","77"
"2013W46","Hungary","Total","Number","2,319"
"2013W46","Malta","Total","Number","56"
"2013W46","Netherlands","Total","Number","2,573"
"2013W46","Austria","Total","Number","1,467"
"2013W46","Poland","Total","Number","6,941"
"2013W46","Portugal","Total","Number","1,905"
"2013W46","Romania","Total","Number",":"
"2013W46","Slovenia","Total","Number","340"
"2013W46","Slovakia","Total","Number","907"
"2013W46","Finland","Total","Number","881"
"2013W46","Sweden","Total","Number","1,600"
"2013W46","United Kingdom","Total","Number",":"
"2013W46","Iceland","Total","Number","38"
"2013W46","Liechtenstein","Total","Number","8"
"2013W46","Norway","Total","Number","798"
"2013W46","Switzerland","Total","Number","1,172"
"2013W46","Montenegro","Total","Number","101"
"2013W46","Albania","Total","Number",":"
"2013W46","Serbia","Total","Number","1,829"
"2013W46","Andorra","Total","Number","2"
"2013W46","Armenia","Total","Number",":"
"2013W46","Georgia","Total","Number",":"
"2013W47","Belgium","Total","Number","2,110"
"2013W47","Bulgaria","Total","Number","2,039"
"2013W47","Czechia","Total","Number","1,965"
"2013W47","Denmark","Total","Number","928"
"2013W47","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W47","Estonia","Total","Number","278"
"2013W47","Greece","Total","Number",":"
"2013W47","Spain","Total","Number","7,474"
"2013W47","France","Total","Number","10,719"
"2013W47","Croatia","Total","Number","968"
"2013W47","Italy","Total","Number",":"
"2013W47","Cyprus","Total","Number",":"
"2013W47","Latvia","Total","Number","558"
"2013W47","Lithuania","Total","Number","758"
"2013W47","Luxembourg","Total","Number","69"
"2013W47","Hungary","Total","Number","2,373"
"2013W47","Malta","Total","Number","58"
